"Tabela 839 - Área plantada, área colhida, quantidade produzida e rendimento médio de milho, 1ª e 2ª safras"
"Variável - Área plantada (Hectares)"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Ano x Produto das lavouras temporárias"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"2003";;;"2004";;;"2005";;;"2006";;;"2007";;;"2008";;;"2009";;;"2010";;;"2011";;;"2012";;;"2013";;;"2014";;;"2015";;;"2016";;;"2017";;;"2018";;;"2019";;;"2020"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra"
"2406155";"      Jundiá";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2406205";"      Lagoa d'Anta";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2406304";"      Lagoa de Pedras";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2406601";"      Lagoa Salgada";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"75,000";"25,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2407807";"      Monte Alegre";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"31,250";"68,750";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2408300";"      Nova Cruz";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2409100";"      Passa e Fica";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"-";"-";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2409209";"      Passagem";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"80,000";"20,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2410306";"      Serra Caiada";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2410900";"      Riachuelo";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2409332";"      Santa Maria";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2411502";"      Santo Antônio";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2412609";"      São Paulo do Potengi";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2412708";"      São Pedro";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"...";"...";"...";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2413102";"      Senador Elói de Souza";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2413508";"      Serrinha";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"83,333";"16,667";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2414704";"      Várzea";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2414803";"      Vera Cruz";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2404";"  Leste Potiguar";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"71,774";"28,226";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"24016";"    Litoral Nordeste";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2407500";"      Maxaranguape";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2409506";"      Pedra Grande";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"-";"-";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"...";"...";"..."
"2410405";"      Pureza";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2408953";"      Rio do Fogo";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2412559";"      São Miguel do Gostoso";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"...";"...";"...";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2413904";"      Taipu";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2414407";"      Touros";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"24017";"    Macaíba";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"56,098";"43,902";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2402600";"      Ceará-Mirim";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2407104";"      Macaíba";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"86,957";"13,043";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2408201";"      Nísia Floresta";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2412005";"      São Gonçalo do Amarante";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2412203";"      São José de Mipibu";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"-";"-";"-";"...";"...";"...";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"24018";"    Natal";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"70,588";"29,412";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2403608";"      Extremoz";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2408102";"      Natal";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"2403251";"      Parnamirim";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"66,667";"33,333";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"24019";"    Litoral Sul";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"72,569";"27,431";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2401206";"      Arês";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"2401404";"      Baía Formosa";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2402204";"      Canguaretama";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2403509";"      Espírito Santo";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2404200";"      Goianinha";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"-";"-";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2407708";"      Montanhas";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"-";"100,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2409803";"      Pedro Velho";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2413201";"      Senador Georgino Avelino";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"50,000";"50,000";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
"2414209";"      Tibau do Sul";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"-";"-";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-";"100,000";"100,000";"-"
